experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size
SE,FT,Data Scientist,139000,100,M
SE,FT,Machine Learning Engineer,238000,0,M
SE,FT,Machine Learning Engineer,176000,0,M
SE,FT,Machine Learning Engineer,204500,0,M
SE,FT,Machine Learning Engineer,142200,0,M
SE,FT,Data Scientist,158500,100,M
SE,FT,Data Scientist,115000,100,M
SE,FT,Data Engineer,180000,0,M
SE,FT,Data Engineer,90000,0,M
MI,FT,Data Analyst,83000,100,M
MI,FT,Data Analyst,66000,100,M
SE,FT,Data Scientist,224250,0,M
SE,FT,Data Scientist,121550,0,M
MI,FT,Data Scientist,166000,0,M
MI,FT,Data Scientist,73100,0,M
MI,FT,Data Engineer,109000,100,M
MI,FT,Data Engineer,100000,100,M
SE,FT,Data Scientist,205400,0,M
SE,FT,Data Scientist,92900,0,M
MI,FT,Data Scientist,160000,100,M
MI,FT,Data Scientist,110000,100,M
SE,FT,Data Engineer,230000,0,M
SE,FT,Data Engineer,100000,0,M
MI,FT,Data Scientist,242000,0,M
MI,FT,Data Scientist,106200,0,M
EX,FT,Data Scientist,220000,100,M
EX,FT,Data Scientist,120000,100,M
SE,FT,Data Scientist,258000,0,M
SE,FT,Data Scientist,171000,0,M
SE,FT,Data Scientist,192000,100,M
SE,FT,Data Scientist,178000,100,M
SE,FT,Data Engineer,210000,100,M
SE,FT,Data Engineer,130000,100,M
SE,FT,Data Scientist,180000,100,M
SE,FT,Data Scientist,135000,100,M
SE,FT,Data Scientist,200000,0,M
SE,FT,Data Scientist,120000,0,M
SE,FT,Machine Learning Engineer,212000,0,M
SE,FT,Machine Learning Engineer,93300,0,M
MI,FT,Data Engineer,106700,0,M
MI,FT,Data Engineer,57700,0,M
SE,FT,Machine Learning Engineer,266400,0,M
SE,FT,Machine Learning Engineer,173300,0,M
MI,FT,Data Analyst,125000,0,M
MI,FT,Data Analyst,100000,0,M
MI,FT,Data Scientist,210400,0,M
MI,FT,Data Scientist,170500,0,M
SE,FT,Data Scientist,212000,0,M
SE,FT,Data Scientist,93300,0,M
MI,FT,Data Engineer,170000,100,M
MI,FT,Data Engineer,160000,100,M
SE,FT,Data Scientist,185400,100,M
SE,FT,Data Scientist,81536,100,M
SE,FT,Data Analyst,193000,0,M
SE,FT,Data Analyst,158000,0,M
SE,FT,Data Engineer,170000,100,M
SE,FT,Data Engineer,100000,100,M
MI,FT,Data Engineer,148000,0,M
MI,FT,Data Engineer,99000,0,M
SE,FT,Machine Learning Engineer,204500,0,M
SE,FT,Machine Learning Engineer,142200,0,M
MI,FT,Data Analyst,95000,100,M
MI,FT,Data Analyst,75000,100,M
MI,FT,Data Analyst,115000,0,M
MI,FT,Data Analyst,105000,0,M
SE,FT,Data Engineer,195800,0,M
SE,FT,Data Engineer,161900,0,M
MI,FT,Data Analyst,90000,100,M
MI,FT,Data Analyst,80000,100,M
SE,FT,Data Analyst,192500,100,M
SE,FT,Data Analyst,140000,100,M
MI,FT,Data Engineer,169000,0,M
MI,FT,Data Engineer,91000,0,M
SE,FT,Machine Learning Engineer,216600,0,M
SE,FT,Machine Learning Engineer,144400,0,M
SE,FT,Data Analyst,150000,0,M
SE,FT,Data Analyst,120000,0,M
MI,FT,Data Engineer,133000,0,M
MI,FT,Data Engineer,58400,0,M
SE,FT,Data Scientist,166000,0,M
SE,FT,Data Scientist,73100,0,M
MI,FT,Data Scientist,166000,0,M
MI,FT,Data Scientist,73100,0,M
SE,FT,Machine Learning Engineer,296400,0,M
SE,FT,Machine Learning Engineer,159600,0,M
SE,FT,Data Scientist,212000,0,M
SE,FT,Data Scientist,93300,0,M
SE,FT,Machine Learning Engineer,204500,0,M
SE,FT,Machine Learning Engineer,142200,0,M
SE,FT,Machine Learning Engineer,212000,0,M
SE,FT,Machine Learning Engineer,93400,0,M
SE,FT,Data Scientist,172256,100,M
SE,FT,Data Scientist,123040,100,M
SE,FT,Data Scientist,219000,0,M
SE,FT,Data Scientist,132000,0,M
SE,FT,Data Scientist,130500,0,M
SE,FT,Data Scientist,116000,0,M
MI,FT,Data Scientist,136000,0,M
MI,FT,Data Scientist,91000,0,M
SE,FT,Data Scientist,185900,0,M
SE,FT,Data Scientist,129300,0,M
SE,FT,Data Analyst,143000,100,M
SE,FT,Data Analyst,78000,100,M
EN,FT,Data Scientist,135000,0,M
EN,FT,Data Scientist,110000,0,M
MI,FT,Data Engineer,142000,0,M
MI,FT,Data Engineer,102200,0,M
SE,FT,Data Scientist,137500,0,M
SE,FT,Data Scientist,81500,0,M
SE,FT,Data Scientist,140000,0,M
SE,FT,Data Scientist,125000,0,M
SE,FT,Data Scientist,170625,0,M
SE,FT,Data Scientist,127950,0,M
MI,FT,Data Scientist,123040,0,M
MI,FT,Data Scientist,86128,0,M
EN,FT,Data Analyst,85256,0,M
EN,FT,Data Analyst,71615,0,M
EN,FT,Data Scientist,100000,0,L
EX,FT,Data Engineer,185000,0,M
EX,FT,Data Engineer,125000,0,M
SE,FT,Machine Learning Engineer,300000,0,M
SE,FT,Machine Learning Engineer,260000,0,M
SE,FT,Data Scientist,225000,0,M
SE,FT,Data Scientist,170000,0,M
SE,FT,Data Scientist,135000,100,M
SE,FT,Data Scientist,100000,100,M
SE,FT,Data Scientist,297300,100,M
SE,FT,Data Scientist,198200,100,M
SE,FT,Machine Learning Engineer,240000,100,M
SE,FT,Machine Learning Engineer,190000,100,M
SE,FT,Data Engineer,110000,100,M
SE,FT,Data Engineer,95000,100,M
SE,FT,Machine Learning Engineer,324000,0,M
SE,FT,Machine Learning Engineer,159000,0,M
SE,FT,Machine Learning Engineer,207700,0,M
SE,FT,Machine Learning Engineer,133700,0,M
SE,FT,Machine Learning Engineer,200000,100,M
SE,FT,Machine Learning Engineer,150000,100,M
MI,FT,Data Analyst,59000,100,M
MI,FT,Data Analyst,50000,100,M
SE,FT,Machine Learning Engineer,234000,100,M
SE,FT,Machine Learning Engineer,208000,100,M
MI,FT,Data Scientist,64781,100,L
EN,FT,Data Scientist,57223,50,L
MI,FT,Data Analyst,135000,0,M
MI,FT,Data Analyst,120000,0,M
SE,FT,Data Scientist,280000,100,M
SE,FT,Data Scientist,190000,100,M
SE,FT,Machine Learning Engineer,245700,0,M
SE,FT,Machine Learning Engineer,132300,0,M
SE,FT,Machine Learning Engineer,212000,0,M
SE,FT,Machine Learning Engineer,93300,0,M
MI,FT,Data Scientist,212000,0,M
MI,FT,Data Scientist,93300,0,M
MI,FT,Data Engineer,133000,0,M
MI,FT,Data Engineer,58300,0,M
SE,FT,Data Analyst,145640,0,M
SE,FT,Data Analyst,84400,0,M
SE,FT,Data Engineer,300000,100,M
SE,FT,Data Engineer,195000,100,M
SE,FT,Data Analyst,105000,0,M
SE,FT,Data Analyst,75000,0,M
SE,FT,Data Analyst,140000,100,M
SE,FT,Data Analyst,98000,100,M
SE,FT,Machine Learning Engineer,204500,0,M
SE,FT,Machine Learning Engineer,142200,0,M
SE,FT,Data Scientist,236160,100,M
SE,FT,Data Scientist,159408,100,M
SE,FT,Data Analyst,115000,100,M
SE,FT,Data Analyst,85000,100,M
SE,FT,Data Analyst,120350,100,M
SE,FT,Data Analyst,74400,100,M
SE,FT,Data Analyst,158494,100,M
SE,FT,Data Analyst,88052,100,M
MI,FT,Machine Learning Engineer,300000,0,M
MI,FT,Machine Learning Engineer,260000,0,M
SE,FT,Data Scientist,258000,0,M
SE,FT,Data Scientist,171000,0,M
SE,FT,Data Scientist,200000,0,M
SE,FT,Data Scientist,150000,0,M
SE,FT,Machine Learning Engineer,225300,0,M
SE,FT,Machine Learning Engineer,197400,0,M
SE,FT,Data Engineer,205500,0,M
SE,FT,Data Engineer,128500,0,M
SE,FT,Machine Learning Engineer,245700,0,M
SE,FT,Machine Learning Engineer,132300,0,M
MI,FT,Data Scientist,130410,0,M
MI,FT,Data Scientist,92000,0,M
SE,FT,Data Scientist,183900,0,M
SE,FT,Data Scientist,108800,0,M
SE,FT,Machine Learning Engineer,275000,0,M
SE,FT,Machine Learning Engineer,121200,0,M
MI,FT,Data Scientist,166000,0,M
MI,FT,Data Scientist,73100,0,M
SE,FT,Data Scientist,231250,0,M
SE,FT,Data Scientist,111000,0,M
SE,FT,Data Engineer,300000,0,M
SE,FT,Data Engineer,130000,0,M
MI,FT,Data Engineer,210500,0,M
MI,FT,Data Engineer,105300,0,M
MI,FT,Data Engineer,158400,0,M
MI,FT,Data Engineer,85800,0,M
SE,FT,Machine Learning Engineer,305600,0,M
SE,FT,Machine Learning Engineer,146600,0,M
SE,FT,Data Analyst,180400,0,M
SE,FT,Data Analyst,138800,0,M
SE,FT,Data Scientist,258700,0,M
SE,FT,Data Scientist,172500,0,M
SE,FT,Data Scientist,156100,0,M
SE,FT,Data Scientist,100400,0,M
SE,FT,Data Analyst,134200,0,M
SE,FT,Data Analyst,103200,0,M
MI,FT,Data Analyst,105000,0,M
MI,FT,Data Analyst,85000,0,M
SE,FT,Data Scientist,220000,0,M
SE,FT,Data Scientist,160000,0,M
SE,FT,Data Analyst,110000,100,M
SE,FT,Data Analyst,95000,100,M
MI,FT,Data Analyst,95400,100,M
MI,FT,Data Analyst,57800,100,M
MI,FT,Data Scientist,110000,0,M
MI,FT,Data Scientist,86000,0,M
EX,FT,Data Analyst,125000,0,M
EX,FT,Data Analyst,87500,0,M
SE,FT,Machine Learning Engineer,275000,0,M
SE,FT,Machine Learning Engineer,170000,0,M
SE,FT,Data Engineer,133200,100,M
SE,FT,Data Engineer,84000,100,M
SE,FT,Data Analyst,171000,0,M
SE,FT,Data Analyst,93000,0,M
MI,FT,Data Scientist,205000,100,M
MI,FT,Data Scientist,166000,100,M
SE,FT,Data Scientist,231650,0,M
SE,FT,Data Scientist,189100,0,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Engineer,120000,100,M
SE,FT,Data Scientist,156100,0,M
SE,FT,Data Scientist,100400,0,M
SE,FT,Data Engineer,266875,0,M
SE,FT,Data Engineer,128250,0,M
MI,FT,Data Engineer,158600,100,M
MI,FT,Data Engineer,115300,100,M
SE,FT,Data Engineer,225300,0,M
SE,FT,Data Engineer,197400,0,M
EN,FT,Data Analyst,109900,0,M
EN,FT,Data Analyst,61200,0,M
MI,FT,Data Analyst,166000,0,M
MI,FT,Data Analyst,73100,0,M
MI,FT,Data Scientist,138510,0,M
MI,FT,Data Scientist,95490,0,M
MI,FT,Data Analyst,150000,100,M
MI,FT,Data Analyst,110000,100,M
SE,FT,Data Scientist,232200,0,M
SE,FT,Data Scientist,133300,0,M
SE,FT,Machine Learning Engineer,121788,0,M
SE,FT,Machine Learning Engineer,79032,0,M
SE,FT,Data Scientist,166000,100,M
SE,FT,Data Scientist,104000,100,M
SE,FT,Machine Learning Engineer,230000,0,M
SE,FT,Machine Learning Engineer,196000,0,M
SE,FT,Data Engineer,184000,0,M
SE,FT,Data Engineer,123000,0,M
SE,FT,Data Engineer,186000,0,M
SE,FT,Data Engineer,81800,0,M
SE,FT,Data Analyst,135000,0,M
SE,FT,Data Analyst,82500,0,M
SE,FT,Data Engineer,247250,0,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Data Scientist,195800,0,M
SE,FT,Data Scientist,161900,0,M
SE,FT,Data Analyst,120000,0,M
SE,FT,Data Analyst,105000,0,M
MI,FT,Data Analyst,110000,100,M
MI,FT,Data Analyst,87500,100,M
MI,FT,Data Scientist,60000,0,M
MI,FT,Data Scientist,55000,0,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,115000,0,M
EX,FT,Data Engineer,135000,0,M
EX,FT,Data Engineer,100000,0,M
MI,FT,Machine Learning Engineer,105000,100,M
MI,FT,Machine Learning Engineer,95000,100,M
MI,FT,Data Engineer,167500,0,M
MI,FT,Data Engineer,106500,0,M
SE,FT,Data Scientist,220000,0,M
SE,FT,Data Scientist,146000,0,M
SE,FT,Data Engineer,128000,0,M
SE,FT,Data Engineer,81500,0,M
SE,FT,Data Scientist,180000,0,M
SE,FT,Data Scientist,160000,0,M
SE,FT,Data Engineer,190000,100,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Scientist,166000,0,M
SE,FT,Data Scientist,90000,0,M
SE,FT,Data Scientist,160000,0,M
SE,FT,Data Scientist,94100,0,M
SE,FT,Machine Learning Engineer,226600,0,M
SE,FT,Machine Learning Engineer,140100,0,M
SE,FT,Data Scientist,247600,0,L
SE,FT,Data Scientist,127300,0,L
SE,FT,Data Analyst,156000,0,M
SE,FT,Data Analyst,124000,0,M
SE,FT,Data Engineer,200000,0,M
SE,FT,Data Engineer,132600,0,M
SE,FT,Data Engineer,160000,100,M
SE,FT,Data Engineer,75000,100,M
SE,FT,Machine Learning Engineer,214500,0,M
SE,FT,Machine Learning Engineer,132600,0,M
MI,FT,Data Analyst,111000,0,M
MI,FT,Data Analyst,104000,0,M
MI,FT,Data Engineer,85000,0,M
MI,FT,Data Engineer,75000,0,M
SE,FT,Data Scientist,180250,100,M
SE,FT,Data Scientist,118000,100,M
SE,FT,Data Scientist,212800,0,L
SE,FT,Data Scientist,111600,0,L
SE,FT,Data Analyst,157500,100,M
SE,FT,Data Analyst,132500,100,M
MI,FT,Data Analyst,85000,0,M
MI,FT,Data Analyst,75000,0,M
SE,FT,Data Analyst,93918,0,M
SE,FT,Data Analyst,51962,0,M
SE,FT,Machine Learning Engineer,223600,0,L
SE,FT,Machine Learning Engineer,115000,0,L
SE,FT,Data Engineer,166000,0,M
SE,FT,Data Engineer,73100,0,M
MI,FT,Data Scientist,130900,0,M
MI,FT,Data Scientist,72700,0,M
SE,FT,Machine Learning Engineer,333500,0,M
SE,FT,Machine Learning Engineer,144000,0,M
SE,FT,Data Analyst,166000,0,M
SE,FT,Data Analyst,73000,0,M
SE,FT,Data Engineer,156600,100,M
SE,FT,Data Engineer,137200,100,M
MI,FT,Data Analyst,149000,0,M
MI,FT,Data Analyst,65300,0,M
MI,FT,Data Engineer,187000,100,M
MI,FT,Data Engineer,180000,100,M
SE,FT,Data Analyst,119636,0,M
SE,FT,Data Analyst,70374,0,M
SE,FT,Data Analyst,105000,100,M
SE,FT,Data Analyst,67000,100,M
SE,FT,Data Analyst,102000,100,M
SE,FT,Data Analyst,94770,100,M
EN,FT,Data Scientist,133000,0,M
EN,FT,Data Scientist,58400,0,M
SE,FT,Data Scientist,305600,0,M
SE,FT,Data Scientist,172500,0,M
SE,FT,Data Analyst,105000,100,M
SE,FT,Data Analyst,75000,100,M
SE,FT,Machine Learning Engineer,180240,0,M
SE,FT,Machine Learning Engineer,120160,0,M
MI,FT,Data Scientist,212000,0,M
MI,FT,Data Scientist,93400,0,M
SE,FT,Machine Learning Engineer,275000,0,M
SE,FT,Machine Learning Engineer,170000,0,M
SE,FT,Data Scientist,119000,0,M
SE,FT,Data Scientist,71400,0,M
MI,FT,Data Analyst,115950,0,M
MI,FT,Data Analyst,69570,0,M
SE,FT,Data Scientist,225100,100,M
SE,FT,Data Scientist,140900,100,M
SE,FT,Data Scientist,212000,0,M
SE,FT,Data Scientist,93300,0,M
EN,FT,Data Scientist,156450,100,M
EN,FT,Data Scientist,119200,100,M
SE,FT,Data Engineer,175000,100,M
SE,FT,Data Engineer,97500,100,M
SE,FT,Data Analyst,100000,0,M
SE,FT,Data Analyst,75000,0,M
SE,FT,Data Scientist,201650,0,M
SE,FT,Data Scientist,124600,0,M
SE,FT,Data Scientist,212000,0,M
SE,FT,Data Scientist,93400,0,M
SE,FT,Data Analyst,145000,0,M
SE,FT,Data Analyst,110000,0,M
SE,FT,Machine Learning Engineer,328400,100,M
SE,FT,Machine Learning Engineer,205600,100,M
SE,FT,Data Scientist,184800,0,M
SE,FT,Data Scientist,161900,0,M
EN,FT,Data Engineer,85000,100,M
EN,FT,Data Engineer,61800,100,M
MI,FT,Data Engineer,70748,0,M
MI,FT,Data Engineer,67056,0,M
EN,FT,Data Analyst,116000,0,M
EN,FT,Data Analyst,72500,0,M
SE,FT,Machine Learning Engineer,215000,100,M
SE,FT,Machine Learning Engineer,169850,100,M
SE,FT,Data Scientist,147400,0,M
SE,FT,Data Scientist,107682,0,M
MI,FT,Data Scientist,225300,0,M
MI,FT,Data Scientist,197400,0,M
SE,FT,Machine Learning Engineer,204600,0,M
SE,FT,Machine Learning Engineer,126500,0,M
EN,FT,Data Analyst,86500,0,L
EN,FT,Data Analyst,40400,0,L
SE,FT,Data Scientist,329700,0,M
SE,FT,Data Scientist,192351,0,M
SE,FT,Data Engineer,280000,0,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Data Analyst,175000,100,M
SE,FT,Data Analyst,150000,100,M
EN,FT,Data Engineer,88000,0,M
EN,FT,Data Engineer,60000,0,M
SE,FT,Data Scientist,185900,0,M
SE,FT,Data Scientist,129300,0,M
SE,FT,Machine Learning Engineer,222405,0,M
SE,FT,Machine Learning Engineer,172800,0,M
SE,FT,Data Analyst,120350,100,M
SE,FT,Data Analyst,74400,100,M
SE,FT,Data Engineer,205600,0,L
SE,FT,Data Engineer,105700,0,L
SE,FT,Machine Learning Engineer,263500,100,M
SE,FT,Machine Learning Engineer,189360,100,M
SE,FT,Machine Learning Engineer,192000,0,M
SE,FT,Machine Learning Engineer,124000,0,M
SE,FT,Data Engineer,148500,0,M
SE,FT,Data Engineer,82500,0,M
SE,FT,Data Engineer,184800,0,M
SE,FT,Data Engineer,161900,0,M
SE,FT,Data Scientist,172256,0,M
SE,FT,Data Scientist,123040,0,M
MI,FT,Data Analyst,95000,100,M
MI,FT,Data Analyst,80000,100,M
MI,FT,Data Scientist,131000,100,M
MI,FT,Data Scientist,110000,100,M
MI,FT,Data Engineer,148500,0,M
MI,FT,Data Engineer,82500,0,M
MI,FT,Data Engineer,133000,0,M
MI,FT,Data Engineer,58400,0,M
SE,FT,Data Engineer,300000,0,M
SE,FT,Data Engineer,130000,0,M
SE,FT,Data Scientist,280889,0,M
SE,FT,Data Scientist,187259,0,M
SE,FT,Data Scientist,150000,100,M
SE,FT,Data Scientist,80000,100,M
SE,FT,Data Scientist,170000,0,M
SE,FT,Data Scientist,120000,0,M
SE,FT,Data Engineer,110000,0,M
SE,FT,Data Engineer,90000,0,M
MI,FT,Data Engineer,154000,0,M
MI,FT,Data Engineer,103000,0,M
SE,FT,Machine Learning Engineer,223600,0,L
SE,FT,Machine Learning Engineer,115000,0,L
SE,FT,Data Engineer,190400,0,M
SE,FT,Data Engineer,112000,0,M
SE,FT,Data Engineer,304750,0,M
SE,FT,Data Engineer,160000,0,M
MI,FT,Data Analyst,98873,0,M
MI,FT,Data Analyst,58161,0,M
SE,FT,Data Scientist,307100,0,M
SE,FT,Data Scientist,216800,0,M
SE,FT,Data Scientist,153600,0,M
SE,FT,Data Scientist,106800,0,M
MI,FT,Data Analyst,250000,0,M
MI,FT,Data Analyst,125000,0,M
SE,FT,Machine Learning Engineer,280000,0,M
SE,FT,Machine Learning Engineer,180000,0,M
EX,FT,Data Engineer,160000,0,M
EX,FT,Data Engineer,130000,0,M
SE,FT,Data Scientist,180000,0,M
SE,FT,Data Scientist,162000,0,M
SE,FT,Data Analyst,164640,0,M
SE,FT,Data Analyst,131712,0,M
MI,FT,Data Analyst,74800,0,M
MI,FT,Data Analyst,63600,0,M
MI,FT,Data Scientist,138510,0,M
MI,FT,Data Scientist,95490,0,M
MI,FT,Machine Learning Engineer,92280,100,M
MI,FT,Machine Learning Engineer,67672,100,M
SE,FT,Data Engineer,280000,0,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Machine Learning Engineer,170000,0,M
SE,FT,Machine Learning Engineer,140000,0,M
SE,FT,Data Scientist,137500,0,M
SE,FT,Data Scientist,81500,0,M
SE,FT,Data Engineer,253792,0,M
SE,FT,Data Engineer,158620,0,M
SE,FT,Data Engineer,180000,0,M
SE,FT,Data Engineer,90000,0,M
SE,FT,Data Scientist,165000,0,M
SE,FT,Data Scientist,115500,0,M
SE,FT,Data Engineer,110000,0,M
SE,FT,Data Engineer,70000,0,M
SE,FT,Data Engineer,240000,0,M
SE,FT,Data Engineer,170000,0,M
MI,FT,Data Analyst,55000,0,M
MI,FT,Data Analyst,49000,0,M
SE,FT,Data Engineer,135000,100,M
SE,FT,Data Engineer,110000,100,M
SE,FT,Data Engineer,200000,100,M
SE,FT,Data Engineer,180000,100,M
SE,FT,Data Scientist,168000,100,M
SE,FT,Data Scientist,130000,100,M
EN,FT,Data Scientist,105000,0,M
EN,FT,Data Scientist,70000,0,M
SE,FT,Data Analyst,105000,100,M
SE,FT,Data Analyst,100000,100,M
SE,FT,Data Engineer,243000,0,M
SE,FT,Data Engineer,152000,0,M
MI,FT,Machine Learning Engineer,258700,0,M
MI,FT,Machine Learning Engineer,133800,0,M
MI,FT,Data Analyst,120000,0,M
MI,FT,Data Analyst,85000,0,M
MI,FT,Machine Learning Engineer,225300,0,M
MI,FT,Machine Learning Engineer,197400,0,M
SE,FT,Data Analyst,157000,100,M
SE,FT,Data Analyst,125000,100,M
SE,FT,Data Scientist,208000,0,M
SE,FT,Data Scientist,134000,0,M
MI,FT,Data Engineer,140000,0,M
MI,FT,Data Engineer,65000,0,M
SE,FT,Data Scientist,258700,0,M
SE,FT,Data Scientist,160000,0,M
SE,FT,Data Scientist,258700,0,M
SE,FT,Data Scientist,188200,0,M
MI,FT,Data Engineer,49216,0,M
MI,FT,Data Engineer,49216,0,M
MI,FT,Data Engineer,110000,0,M
MI,FT,Data Engineer,73400,0,M
SE,FT,Data Engineer,183414,0,M
SE,FT,Data Engineer,183414,0,M
SE,FT,Data Engineer,130000,0,M
SE,FT,Data Engineer,97200,0,M
SE,FT,Machine Learning Engineer,299000,0,M
SE,FT,Machine Learning Engineer,187000,0,M
SE,FT,Machine Learning Engineer,204500,0,M
SE,FT,Machine Learning Engineer,66000,0,M
SE,FT,Machine Learning Engineer,190000,100,M
SE,FT,Machine Learning Engineer,140000,100,M
MI,FT,Data Engineer,170200,0,M
MI,FT,Data Engineer,83900,0,M
SE,FT,Data Engineer,130000,100,M
SE,FT,Data Engineer,101570,100,M
SE,FT,Data Analyst,177000,100,M
SE,FT,Data Analyst,118000,100,M
SE,FT,Machine Learning Engineer,234500,0,M
SE,FT,Machine Learning Engineer,127000,0,M
SE,FT,Data Scientist,287500,0,M
SE,FT,Data Scientist,168000,0,M
SE,FT,Data Engineer,155000,0,M
SE,FT,Data Engineer,140000,0,M
SE,FT,Data Scientist,153000,0,M
SE,FT,Data Scientist,136000,0,M
SE,FT,Data Analyst,93918,0,M
SE,FT,Data Analyst,51962,0,M
SE,FT,Machine Learning Engineer,254000,0,M
SE,FT,Machine Learning Engineer,200000,0,M
SE,FT,Data Engineer,214500,0,M
SE,FT,Data Engineer,134500,0,M
SE,FT,Data Scientist,136000,100,M
SE,FT,Data Scientist,104000,100,M
MI,FT,Data Analyst,110000,100,M
MI,FT,Data Analyst,90000,100,M
SE,FT,Data Engineer,145000,0,M
SE,FT,Data Engineer,115000,0,M
MI,FT,Data Scientist,143000,100,M
MI,FT,Data Scientist,117000,100,M
SE,FT,Machine Learning Engineer,324000,0,M
SE,FT,Machine Learning Engineer,159000,0,M
SE,FT,Data Scientist,130000,100,M
SE,FT,Data Scientist,110000,100,M
MI,FT,Data Scientist,73824,0,M
MI,FT,Data Scientist,55368,0,M
SE,FT,Data Scientist,275300,100,M
SE,FT,Data Scientist,183500,100,M
SE,FT,Machine Learning Engineer,253000,100,M
SE,FT,Machine Learning Engineer,172040,100,M
SE,FT,Data Engineer,234000,100,M
SE,FT,Data Engineer,178000,100,M
SE,FT,Data Scientist,164000,100,M
SE,FT,Data Scientist,130000,100,M
MI,FT,Data Engineer,57223,100,M
MI,FT,Data Engineer,51824,100,M
EN,FT,Data Analyst,80800,0,M
EN,FT,Data Analyst,53800,0,M
SE,FT,Data Engineer,258900,100,M
SE,FT,Data Engineer,176080,100,M
MI,FT,Data Engineer,70748,0,M
MI,FT,Data Engineer,67056,0,M
SE,FT,Machine Learning Engineer,309000,0,M
SE,FT,Machine Learning Engineer,142000,0,M
SE,FT,Data Scientist,201650,0,M
SE,FT,Data Scientist,124600,0,M
SE,FT,Data Engineer,132100,0,M
SE,FT,Data Engineer,68400,0,M
SE,FT,Data Analyst,145000,0,M
SE,FT,Data Analyst,110000,0,M
MI,FT,Data Analyst,87500,100,M
MI,FT,Data Analyst,62500,100,M
SE,FT,Data Analyst,142000,0,M
SE,FT,Data Analyst,128000,0,M
SE,FT,Data Engineer,160000,0,M
SE,FT,Data Engineer,130000,0,M
SE,FT,Data Scientist,155000,0,M
SE,FT,Data Scientist,139500,0,M
SE,FT,Machine Learning Engineer,221000,0,M
SE,FT,Machine Learning Engineer,129000,0,M
SE,FT,Data Engineer,259000,0,M
SE,FT,Data Engineer,138750,0,M
SE,FT,Data Scientist,120000,0,M
SE,FT,Data Scientist,100000,0,M
SE,FT,Data Engineer,247300,0,M
SE,FT,Data Engineer,139700,0,M
SE,FT,Data Scientist,207000,100,M
SE,FT,Data Scientist,141000,100,M
MI,FT,Data Scientist,90000,0,M
MI,FT,Data Scientist,55000,0,M
SE,FT,Data Engineer,247300,0,M
SE,FT,Data Engineer,139700,0,M
EN,FT,Machine Learning Engineer,36000,100,M
MI,FT,Data Analyst,116700,0,M
MI,FT,Data Analyst,93400,0,M
EN,FT,Data Analyst,80000,0,M
EN,FT,Data Analyst,50000,0,M
SE,FT,Data Scientist,195000,0,M
SE,FT,Data Scientist,143750,0,M
MI,FT,Data Scientist,180000,0,M
MI,FT,Data Scientist,162000,0,M
SE,FT,Data Scientist,199000,0,M
SE,FT,Data Scientist,196760,0,M
SE,FT,Machine Learning Engineer,90000,0,M
SE,FT,Machine Learning Engineer,70000,0,M
SE,FT,Data Engineer,222000,0,M
SE,FT,Data Engineer,159000,0,M
SE,FT,Data Analyst,175000,100,M
SE,FT,Data Analyst,150000,100,M
SE,FT,Machine Learning Engineer,70179,100,L
MI,FT,Data Analyst,46426,0,M
MI,FT,Data Analyst,38868,0,M
SE,FT,Machine Learning Engineer,220000,0,M
SE,FT,Machine Learning Engineer,80000,0,M
MI,FT,Data Engineer,167500,0,M
MI,FT,Data Engineer,106500,0,M
SE,FT,Data Engineer,150000,100,M
SE,FT,Data Engineer,130000,100,M
SE,FT,Data Analyst,126500,100,M
SE,FT,Data Analyst,78000,100,M
SE,FT,Data Scientist,185900,0,M
SE,FT,Data Scientist,129300,0,M
SE,FT,Data Analyst,150000,100,M
SE,FT,Data Analyst,120000,100,M
SE,FT,Data Scientist,297000,0,M
SE,FT,Data Scientist,138000,0,M
MI,FT,Data Analyst,147600,0,M
MI,FT,Data Analyst,106300,0,M
SE,FT,Data Engineer,247300,0,M
SE,FT,Data Engineer,139700,0,M
SE,FT,Data Analyst,102586,0,M
SE,FT,Data Analyst,79981,0,M
EX,FT,Data Engineer,174500,100,M
EX,FT,Data Engineer,113000,100,M
SE,FT,Data Scientist,227000,100,M
SE,FT,Data Scientist,185000,100,M
MI,FT,Machine Learning Engineer,230000,0,M
MI,FT,Machine Learning Engineer,160000,0,M
SE,FT,Data Engineer,185000,100,M
SE,FT,Data Engineer,150000,100,M
SE,FT,Data Engineer,138300,0,M
SE,FT,Data Engineer,110700,0,M
SE,FT,Data Scientist,208500,0,M
SE,FT,Data Scientist,165000,0,M
SE,FT,Data Analyst,100000,0,M
SE,FT,Data Analyst,75000,0,M
SE,FT,Data Scientist,48585,0,M
SE,FT,Data Scientist,38868,0,M
SE,FT,Data Scientist,137500,0,M
SE,FT,Data Scientist,81500,0,M
SE,FT,Data Engineer,212175,100,M
SE,FT,Data Engineer,156000,100,M
SE,FT,Data Engineer,184000,0,M
SE,FT,Data Engineer,123000,0,M
MI,FT,Data Analyst,111151,100,M
MI,FT,Data Analyst,66691,100,M
SE,FT,Data Scientist,190000,0,M
